line id verse number,urdu transliteration text,english translation text
,"Qabr Asghar Ke Bananay Mei Bohat Dayr Lagi
It Took A Long Time To Dig Asghar's Grave",
,Shah Ko Ek Chand Chupanay Mei Bohat Dayr Lagi,It Took A Long Time For Shah (The Imam) To Bury A Moon (Asghar AS)
,Shah Ne Har Laash Ko Jaldi Se Uthaya Laykin,"Shah (Imam) Lifted Every Corpse With Ease, But..."
,Laash Akbar Ke Uthanay Me Bohat Dayr Lagi,It A Long Time To Lift The Corpse Of Akbar
,"Qabr Asghar Ke Bananay Mei Bohat Dayr Lagi
It Took A Long Time To Dig Asghar's Grave",
,Tukrey Chunte Huwe Qasim Ke Kaha Maula Ne,"Picking Up The Pieces Of Qasim, Our Master Said:"
,Hai Afsos Ke Aanay Mei Bohat Dayr Lagi,Woe! It Took Us Too Long To Come (To Your Rescue)
,"Qabr Asghar Ke Bananay Mei Bohat Dayr Lagi
It Took A Long Time To Dig Asghar's Grave",
,Kis Qadar Pyas Se Sookha Tha Gulu E Sarwar,"How Parched, From Thirst, Was The Neck Of Sarwar"
,Shimr Ko Taygh Chala Ne Mei Bohat Dayr Lagi,It Took Long For Shimr To Slash It With The Dagger
,"Qabr Asghar Ke Bananay Mei Bohat Dayr Lagi
It Took A Long Time To Dig Asghar's Grave",
,"Karbala Jaake Takallum Ne Yahi Poocha Tha
Upon Reaching Karbala, The Asker (Poet) Asked",
,Mujh Ko Sarkar Bulanay Mei Bohat Dayr Lagi,"Master, It Took Long For You To Invite Me"
,"Qabr Asghar Ke Bananay Mei Bohat Dayr Lagi
It Took A Long Time To Dig Asghar's Grave",
